name,smiles,logS,mw_ref
hydrochlorothiazide,NS(=O)(=O)c2cc1c(NCNS1(=O)=O)cc2Cl,-2.63,297.745
Acenapthylene,C1=Cc2cccc3cccc1c23,-3.96,152.19599999999994
Ethyl butyrate,CCCCCOC(=O)CC,-1.28,144.21399999999997
Atratone,CCNc1nc(NC(C)C)nc(OC)n1,-2.084,211.26899999999998
Benzo(a)pyrene,c1ccc2c(c1)cc3ccc4cccc5ccc2c3c45,-8.699,252.31599999999997
Bromoethane,CCBr,-1.09,108.966
3-Hexyne,CCC#CCC,-1.99,82.14599999999999
Digitoxin,CC1OC(CC(O)C1O)OC2C(O)CC(OC2C)OC8C(O)CC(OC7CCC3(C)C(CCC4C3CCC5(C)C(CCC45O)C6=CC(=O)OC6)C7)OC8C,-5.292999999999999,764.9499999999999
2-Methyl-1-Butene,CCC(=C)C,-2.73,70.13499999999999
8-quinolinol,Oc1cccc2cccnc12,-2.42,145.16099999999997
"1,2,3,4-Tetrahydronapthalene",C1CCc2ccccc2C1,-4.37,132.20599999999996
phenolphthalein,Oc1ccc(cc1)C2(OC(=O)c3ccccc23)c4ccc(O)cc4,-2.9,318.32800000000003
"1,3,5-Tribromobenzene",Brc1cc(Br)cc(Br)c1,-5.6,314.802
Ronnel,COP(=S)(OC)Oc1cc(Cl)c(Cl)cc1Cl,-5.72,321.549
methylthiouracil,Cc1cc(=O)[nH]c(=S)[nH]1,-2.436,142.18300000000002
Eugenol,COc1cc(CC=C)ccc1O,-1.56,164.204
5-Allyl-5-isopropylbarbital,O=C1NC(=O)NC(=O)C1(C(C)C)CC=C,-1.7080000000000002,210.23299999999998
Pyrene,c1cc2ccc3cccc4ccc(c1)c2c34,-6.176,202.25599999999997
"1,1-Diethoxyethane",CCOC(C)OCC,-0.43,118.176
Clomazone,CC1(C)CON(Cc2ccccc2Cl)C1=O,-2.338,239.702
2-Butoxyethanol,CCCCOCCO,-0.42,118.17599999999999
Quintozene,Clc1c(Cl)c(Cl)c(N(=O)=O)c(Cl)c1Cl,-5.82,295.336
Androsterone,CC12CCC(O)CC1CCC3C2CCC4(C)C3CCC4=O,-4.402,290.447
Flurochloridone,FC(F)(F)c1cccc(c1)N2CC(CCl)C(Cl)C2=O,-4.047,312.118
Quinoline,c1ccc2ncccc2c1,-1.3,129.16199999999998
methyl gallate,COC(=O)c1cc(O)c(O)c(O)c1,-1.24,184.147
fluconazole,OC(Cn1cncn1)(Cn2cncn2)c3ccc(F)cc3F,-1.8,306.276
Chlorzoxazone,Clc2ccc1oc(=O)[nH]c1c2,-2.8310000000000004,169.567
"2,2',3,4,4',5',6-PCB",Clc1ccc(c(Cl)c1)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl,-7.92,395.3270000000001
alloxan,O=C1NC(=O)C(=O)C(=O)N1,-1.25,142.07
"1,3-Dichloropropane",ClCCCCl,-1.62,112.98700000000001
m-Fluorobromobenzene,Fc1cccc(Br)c1,-2.67,175.0
p-Chlorobromobenzene,Clc1ccc(Br)cc1,-3.63,191.45499999999998
"2,3-Dimethylbutane",CC(C)C(C)C,-3.65,86.178
1-Butene,CCC=C,-1.94,56.108
"2,2',3,4,5,5'-PCB",Clc1ccc(Cl)c(c1)c2cc(Cl)c(Cl)c(Cl)c2Cl,-7.68,360.88200000000006
cytosine,Nc1cc[nH]c(=O)n1,-1.155,111.104
"1,1,2-Trichlorotrifluoroethane",FC(F)(Cl)C(F)(Cl)Cl,-3.04,187.37500000000003
Propionitrile,CCC#N,0.28,55.07999999999999
"O,P'-DDD",ClC(Cl)C(c1ccc(Cl)cc1)c2ccccc2Cl,-6.51,320.04600000000005
o-Nitroanisole,COc1ccccc1N(=O)=O,-1.96,153.13699999999997
Prasterone,CC34CCC1C(CC=C2CC(O)CCC12C)C3CCC4=O,-4.12,288.43100000000004
Procymidone,CC12CC2(C)C(=O)N(C1=O)c3cc(Cl)cc(Cl)c3,-4.8,284.142
Benzo[ghi]perylene,c1cc2ccc3ccc4ccc5cccc6c(c1)c2c3c4c56,-9.017999999999999,276.338
Dinoseb,CCC(C)c1cc(cc(N(=O)=O)c1O)N(=O)=O,-3.38,240.21499999999995
meconin,c1c(OC)c(OC)C2C(=O)OCC2c1,-1.899,196.20199999999997
Glycerol,OCC(O)CO,1.12,92.09400000000001
Guaiacol,COc1ccccc1O,-1.96,124.13899999999997
chlorpyrifos,CCOP(=S)(OCC)Oc1nc(Cl)c(Cl)cc1Cl,-5.67,350.591
9-Methylanthracene,Cc1c2ccccc2cc3ccccc13,-5.89,192.261
Antipyrene,Cc1cc(=O)n(c2ccccc2)n1C,0.715,188.23000000000002
Methyl butyl ether,CCCCOC,-0.99,88.14999999999999
7-methylpteridine,Cc2cnc1cncnc1n2,-0.8540000000000001,146.153
simazine,CCNc1nc(Cl)nc(NCC)n1,-4.55,201.661
"N,N-Dimethylacetamide",CN(C)C(=O)C,1.11,87.12199999999999
Simetryn,CSc1nc(nc(n1)N(C)C)N(C)C,-2.676,213.31
Ethylene,C=C,-0.4,28.053999999999995
"3,3-Dimethyl-1-butanol",CC(C)(C)CCO,-0.5,102.17699999999999
5-Allyl-5-ethylbarbital,O=C1NC(=O)NC(=O)C1(CC)CC=C,-1.614,196.20599999999996
"2,3,4-Trichlorophenol",Oc1ccc(Cl)c(Cl)c1Cl,-2.67,197.448
Anisole,COc1ccccc1,-1.85,108.13999999999997
chloropropylate,c1ccc(Cl)cc1C(c2ccc(Cl)cc2)(O)C(=O)OC(C)C,-4.53,339.21800000000013
aldosterone,CC13CCC(=O)C=C1CCC4C2CCC(C(=O)CO)C2(CC(O)C34)C=O,-3.85,360.45000000000005
Difenoxuron,COc2ccc(Oc1ccc(NC(=O)N(C)C)cc1)cc2,-4.16,286.331
4-Ethyltoluene,CCc1ccc(C)cc1,-3.11,120.19499999999996
Diisopropylsulfide,CC(C)SC(C)C,-2.24,118.24499999999999
"1,3-Dinitrobenzene",O=N(=O)c1cccc(c1)N(=O)=O,-2.29,168.10799999999995
Ethion,CCOP(=S)(OCC)SCSP(=S)(OCC)OCC,-5.54,384.4870000000002
probarbital,CCC1(C(C)C)C(=O)NC(=O)NC1=O,-2.21,198.22199999999998
cortisone acetate,CC(=O)OCC(=O)C3(O)CCC4C2CCC1=CC(=O)CCC1(C)C2C(=O)CC34C,-4.21,402.48700000000025
Metronidazole,Cc1ncc(N(=O)=O)n1CCO,-1.22,171.15599999999998
p-Chloroaniline,Nc1ccc(Cl)cc1,-1.66,127.574
"2,2-Dimethylpentanol",CCCC(C)(C)CO,-1.52,116.20399999999998
Furane,c1ccoc1,-0.82,68.07499999999999
Methoproptryne,COCCCNc1nc(NC(C)C)nc(SC)n1,-2.928,271.39
Norea,CN(C)C(=O)NC1CC2CC1C3CCCC23,-3.1710000000000003,222.33199999999994
t-Butylbenzene,CC(C)(C)c1ccccc1,-3.66,134.22199999999998
kebuzone,CC(=O)CCC1C(=O)N(N(C1=O)c2ccccc2)c3ccccc3,-3.27,322.36400000000003
prednisolone acetate,CC(=O)OCC(=O)C3(O)CCC4C2CCC1=CC(=O)C=CC1(C)C2C(O)CC34C,-4.37,402.48700000000014
Methyl propyl ether,CCCOC,-0.39,74.12299999999999
Isopropyl acetate,CC(C)OC(=O)C,-0.55,102.133
Bromobenzene,Brc1ccccc1,-2.55,157.01
Ethyl-p-hydroxybenzoate,CCOC(=O)c1ccc(O)cc1,-2.35,166.176
3-Butanoyloxymethylphenytoin,O=C1N(COC(=O)CCC)C(=O)C(N1)(c2ccccc2)c3ccccc3,-5.071000000000001,352.39000000000004
testosterone propionate,CCC(=O)OC3CCC4C2CCC1=CC(=O)CCC1(C)C2CCC34C,-5.37,344.4950000000001
Coronene,c1cc2ccc3ccc4ccc5ccc6ccc1c7c2c3c4c5c67,-9.332,300.36000000000007
allopurinol,O=c1[nH]cnc2[nH]ncc12,-2.266,136.114
Chloroethylene,ClC=C,-1.75,62.499
diphenamid,CN(C)C(=O)C(c1ccccc1)c2ccccc2,-2.98,239.318
Tetrabromomethane,BrC(Br)(Br)Br,-3.14,331.62699999999995
RTI 22,CCN2c1cc(N(C)C)cc(C)c1NC(=O)c3cccnc23,-4.871,296.374
phthalimide,O=C1NC(=O)c2ccccc12,-2.61,147.13299999999998
Fenarimol,OC(c1ccc(Cl)cc1)(c2cncnc2)c3ccccc3Cl,-4.38,331.202
Methyl benzoate,COC(=O)c1ccccc1,-1.85,136.14999999999998
1-methyluracil,Cn1ccc(=O)[nH]c1=O,-0.807,126.115
oxyphenbutazone,CCCCC1C(=O)N(N(C1=O)c2ccc(O)cc2)c3ccccc3,-3.73,324.38000000000005
"2,2',3,5'-PCB",Clc1ccc(Cl)c(c1)c2cccc(Cl)c2Cl,-6.47,291.9920000000001
Quinethazone,CCC2NC(=O)c1cc(c(Cl)cc1N2)S(N)(=O)=O,-3.29,289.7440000000001
Diuron,CN(C)C(=O)Nc1ccc(Cl)c(Cl)c1,-3.8,233.09799999999998
Cyclopentene,C1CC=CC1,-2.1,68.11900000000001
alloxantin,C1(=O)NC(=O)NC(=O)C1(O)C2(O)C(=O)NC(=O)NC2(=O),-1.99,286.156
Nonane,CCCCCCCCC,-5.88,128.259
2-Chlorophenol,Oc1ccccc1Cl,-1.06,128.558
5-Methylchrysene,c1cccc2c3c(C)cc4ccccc4c3ccc12,-6.59,242.321
Phenetole,CCOc1ccccc1,-2.33,122.16699999999996
ethyl cinnamate,CCOC(=O)C=Cc1ccccc1,-3.0,176.215
Terbacil,Cc1[nH]c(=O)n(c(=O)c1Cl)C(C)(C)C,-2.484,216.66799999999998
Clonazepam,Clc1ccccc1C2=NCC(=O)Nc3ccc(cc23)N(=O)=O,-3.4989999999999997,315.716
p-Toluenesulfonamide,Cc1ccc(cc1)S(=O)(=O)N,-1.74,171.22099999999998
Chlorbufam,CC(OC(=O)Nc1cccc(Cl)c1)C#C,-2.617,223.659
2-Methylheptane,CCCCCC(C)C,-5.08,114.23199999999999
Cyhalothrin,CC1(C)C(C=C(Cl)C(F)(F)F)C1C(=O)OC(C#N)c2cccc(Oc3ccccc3)c2,-8.176,449.8560000000001
Apazone,CCCC1C(=O)N3N(C1=O)c2cc(C)ccc2N=C3N(C)C,-3.5380000000000003,300.3620000000001
Diazepam,CN2C(=O)CN=C(c1ccccc1)c3cc(Cl)ccc23,-3.7539999999999996,284.74600000000004
2-Methyl-3-pentanol,CCC(O)C(C)C,-0.7,102.17699999999999
fensulfothion,CCOP(=S)(OCC)Oc1ccc(cc1)S(C)=O,-2.3,308.36100000000005
borneol,CC1(C)C2CCC1(C)C(O)C2,-2.32,154.253
Testosterone,CC12CCC3C(CCC4=CC(=O)CCC34C)C2CCC1O,-4.02,288.431
Heptane,CCCCCCC,-4.53,100.205
1-Napthol,Oc1cccc2ccccc12,-2.22,144.17299999999997
"cis-1,2-Dimethylcyclohexane",C/C1CCCCC1\C,-4.3,112.216
Trimazosin,COc2cc1c(N)nc(nc1c(OC)c2OC)N3CCN(CC3)C(=O)OCC(C)(C)O,-3.638,435.48100000000034
Cholanthrene,C1Cc2c3c1cccc3cc4c2ccc5ccccc54,-7.85,254.33199999999997
Medrogestone,CC(=O)C3(C)CCC4C2C=C(C)C1=CC(=O)CCC1(C)C2CCC34C,-5.27,340.5070000000001
2-Heptanone,CCCCCC(=O)C,-1.45,114.18799999999999
Acephate,COP(=O)(NC(C)=O)SC,0.54,183.16899999999998
DEF,CCCCSP(=O)(SCCCC)SCCCC,-5.14,314.5220000000001
phthalamide,c1cC2C(=O)NC(=O)C2cc1,-2.932,149.149
Trichlomethiazide,NS(=O)(=O)c2cc1c(NC(NS1(=O)=O)C(Cl)Cl)cc2Cl,-2.68,380.66200000000003
2-Methy-2-Butene,CC=C(C)C,-2.56,70.13499999999999
"1,2,4-Trimethylbenzene",Cc1ccc(C)c(C)c1,-3.31,120.195
"2,4,5-Trichlorophenol",Oc1cc(Cl)c(Cl)cc1Cl,-2.21,197.448
phenanthridine,c1ccc2c(c1)cnc3ccccc23,-2.78,179.22199999999998
3-Methyl-3-hexanol,CCCC(C)(O)CC,-0.98,116.20399999999998
Octane,CCCCCCCC,-5.24,114.232
Anthracene,c1ccc2cc3ccccc3cc2c1,-6.35,178.23399999999995
Phenylhydrazine,NNc1ccccc1,0.07,108.14399999999998
Propionaldehyde,CCC=O,0.58,58.08
Cyclooctane,C1CCCCCCC1,-4.15,112.21600000000001
"5,5-Diallylbarbital",O=C1NC(=O)NC(=O)C1(CC=C)CC=C,-2.077,208.21699999999996
Trichloromethane,ClC(Cl)Cl,-1.17,119.37800000000001
thiouracil,Sc1nccc(=O)[nH]1,-2.273,128.15599999999998
Pencycuron,Clc1ccc(CN(C2CCCC2)C(=O)Nc3ccccc3)cc1,-5.915,328.84299999999996
1-Methylcyclohexene,CC1=CCCCC1,-3.27,96.17300000000002
2-Ethylhexanal,CCCCC(CC)C=O,-2.13,128.21499999999997
Khellin,COc2c1occc1c(OC)c3c(=O)cc(C)oc23,-3.0210000000000004,260.24499999999995
5-Ethyl-5-(3-methylbutyl)barbital,O=C1NC(=O)NC(=O)C1(CC)CCC(C)C,-2.658,226.27599999999995
Benzo(j)fluoranthene,c1ccc2c3c(ccc2c1)c4cccc5cccc3c45,-8.0,252.31599999999997
2-Ethylbutanal,CCC(CC)C=O,-1.52,100.16099999999999
Dipropyl ether,CCCOCCC,-1.62,102.17699999999999
1-Tetradecanol,CCCCCCCCCCCCCCO,-5.84,214.39299999999994
"2,3,6-Trichlorophenol",Oc1c(Cl)ccc(Cl)c1Cl,-2.64,197.44799999999998
Urea,NC(=O)N,0.96,60.056
1-Pentyne,CCCC#C,-1.64,68.11899999999999
"1,3-Dibromobenzene",Brc1cccc(Br)c1,-3.54,235.90599999999998
1-Octadecanol,CCCCCCCCCCCCCCCCCCO,-8.4,270.50099999999986
Acetanilide,CC(=O)Nc1ccccc1,-1.33,135.16599999999997
hematein,c1cc(O)c(O)c2OCC3(O)CC4=CC(=O)C(O)=CC4=C3c21,-2.7,300.266
Isonazid,c1nccc(C(=O)NN)c1,0.009000000000000001,137.14200000000002
hydroxychlordene,OC1C=CC2C1C3(Cl)C(=C(Cl)C2(Cl)C3(Cl)Cl)Cl,-5.46,354.8749999999999
Isopentyl formate,CC(C)CCOC=O,-1.52,116.15999999999998
Acetophenone,CC(=O)c1ccccc1,-1.28,120.15099999999995
biquinoline,c2ccc1nc(ccc1c2)c4ccc3ccccc3n4,-5.4,256.308
Triethyl phosphate,CCOP(=O)(OCC)OCC,0.43,182.15599999999998
D-fenchone,CC2(C)C1CCC(C)(C1)C2=O,-1.85,152.237
7-methoxypteridine,COc2cnc1cncnc1n2,-0.91,162.152
Chlordene,ClC2=C(Cl)C3(Cl)C1C=CCC1C2(Cl)C3(Cl)Cl,-5.64,338.876
2-Nitropropane,CC(C)N(=O)=O,-0.62,89.094
Carbazole,c1ccc2c(c1)[nH]c3ccccc32,-5.27,167.21099999999998
Erythritol,OCC(O)C(O)CO,0.7,122.11999999999999
Risocaine,CCCOC(=O)c1ccc(N)cc1,-2.452,179.21899999999997
Azodrin,CNC(=O)C=C(C)OP(=O)(OC)OC,0.6509999999999999,223.16499999999996
Succinimide,O=C1CCC(=O)N1,0.3,99.089
"2,3-Dimethylpentane",CCC(C)C(C)C,-4.28,100.20499999999998
bupirimate,CCCCc1c(C)nc(NCC)nc1OS(=O)(=O)N(C)C,-4.16,316.4270000000001
RTI 16,CCN2c1ncccc1N(C)C(=S)c3cccnc23,-4.6339999999999995,270.361
RTI 9,O2c1ccccc1N(CC)C(=O)c3ccccc23,-3.68,239.274
Tetrahydropyran,C1CCOCC1,-0.03,86.134
1-Heptyne,CCCCCC#C,-3.01,96.17299999999999
osthole,c1cc2ccc(OC)c(CC=C(C)(C))c2oc1=O,-4.314,244.28999999999994
3-Methylcholanthrene,c1cc(C)cc2c1c3cc4cccc5CCc(c45)c3cc2,-7.92,268.3589999999999
Ethyl benzoate,CCOC(=O)c1ccccc1,-2.32,150.177
1-Chloro-2-methylpropane,ClCC(C)C,-2.0,92.569
Ethinyl estradiol,CC34CCC1C(CCc2cc(O)ccc12)C3CCC4(O)C#C,-4.3,296.41
methyl laurate,CCCCCCCCCCCC(=O)OC,-4.69,214.34899999999996
Di-n-propylsulfide,CCCSCCC,-2.58,118.24499999999999
Napthacene,c1ccc2cc3cc4ccccc4cc3cc2c1,-8.6,228.29399999999998
1-Bromopentane,CCCCCBr,-3.08,151.047
trans-2-Heptene,CCCC/C=C/C,-3.82,98.18899999999998
Metranidazole,Cc1ncc(N(=O)=O)n1CCO,-1.26,171.15599999999998
Pentylcyclopentane,CCCCCC1CCCC1,-6.08,140.26999999999998
"2,2',3,5,5',6-PCB",Clc1ccc(Cl)c(c1)c2c(Cl)c(Cl)cc(Cl)c2Cl,-7.42,360.88200000000006
5-Ethyl-5-isopropylbarbituric acid,O=C1NC(=O)NC(=O)C1(CC)C(C)C,-2.148,198.22199999999998
"1,1,1-Trichloroethane",CC(Cl)(Cl)Cl,-2.0,133.405
Monolinuron,CON(C)C(=O)Nc1ccc(Cl)cc1,-2.57,214.652
Cyclohexyl-5-spirobarbituric acid,O=C2NC(=O)C1(CCCCC1)C(=O)N2,-3.06,196.206
dimetan,CN(C)C(=O)OC1=CC(=O)CC(C)(C)C1,-0.85,211.26099999999994
4-Bromotoluene,Cc1ccc(Br)cc1,-3.19,171.03700000000003
Diethyl ether,CCOCC,-0.09,74.123
Rovral,CC(C)NC(=O)N1CC(=O)N(C1=O)c2cc(Cl)cc(Cl)c2,-4.376,330.17100000000005
Benfluralin,CCCCN(CC)c1c(cc(cc1N(=O)=O)C(F)(F)F)N(=O)=O,-5.53,335.28200000000004
"2,4,6-Trimethylphenol",Cc1cc(C)c(O)c(C)c1,-2.05,136.194
Benzene,c1ccccc1,-1.64,78.11399999999999
p-Chloroiodobenzene,Clc1ccc(I)cc1,-4.03,238.45499999999998
Metoxuron,COc1ccc(NC(=O)N(C)C)cc1Cl,-2.5639999999999996,228.67899999999997
propachlor,CC(C)N(C(=O)CCl)c1ccccc1,-2.48,211.69200000000004
Styrene,C=Cc1ccccc1,-2.82,104.15199999999997
Dimethoxymethane,COCOC,0.48,76.095
o-Xylene,Cc1ccccc1C,-2.8,106.16799999999999
Butan-2-ol,CCC(C)O,0.47,74.12299999999999
"1,4-Benzenediol",Oc1ccc(O)cc1,-0.17,110.11199999999998
estriol,CC34CCC1C(CCc2cc(O)ccc12)C3CC(O)C4O,-4.955,288.387
Benzo(b)fluorene,C1c2ccccc2c3cc4ccccc4cc13,-8.04,216.283
hydantoin,O=C1CNC(=O)N1,-0.4,100.077
4-hexylresorcinol,c1(O)cc(O)ccc1CCCCCC,-2.59,194.27399999999992
allicin,C=CCS(=O)SCC=C,-0.83,162.27899999999997
Coumaphos,CCOP(=S)(OCC)Oc2ccc1oc(=O)c(Cl)c(C)c1c2,-5.382000000000001,362.77100000000013
"5,6-Dimethylchrysene",Cc1c(C)c2c3ccccc3ccc2c4ccccc14,-7.01,256.348
Betamethasone-17-valerate,CCCCC(=O)OC3(C(C)CC4C2CCC1=CC(=O)C=CC1(C)C2(F)C(O)CC34C)C(=O)CO,-4.71,476.5850000000002
uric acid,O=c2[nH]c(=O)c1[nH]c(=O)[nH]c1[nH]2,-3.93,168.112
"2,3,4,6-Tetrachlorophenol",Oc1c(Cl)cc(Cl)c(Cl)c1Cl,-3.1,231.89299999999997
"1,3-Dichlorobenzene",Clc1cccc(Cl)c1,-3.04,147.004
DDT,Clc1ccc(cc1)C(c2ccc(Cl)cc2)C(Cl)(Cl)Cl,-7.15,354.491
Isobutyl formate,CC(C)COC=O,-1.01,102.13299999999998
thioanisole,c1ccccc1SC,-2.39,124.208
RTI 13,CCN2c1nc(C)cc(C(F)(F)F)c1NC(=O)c3cccnc23,-4.207,322.29
Hexane,CCCCCC,-3.84,86.178
methyl nicotinate,COC(=O)c1cccnc1,-0.46,137.138
Bendroflumethiazide,NS(=O)(=O)c3cc2c(NC(Cc1ccccc1)NS2(=O)=O)cc3C(F)(F)F,-3.59,421.4220000000001
"2,3,3',4,4',5-PCB",Clc1ccc(cc1Cl)c2cc(Cl)c(Cl)c(Cl)c2Cl,-7.82,360.88200000000006
Vinclozolin,CC1(OC(=O)N(C1=O)c2cc(Cl)cc(Cl)c2)C=C,-4.925,286.11400000000003
Cyanazine,CCNc1nc(Cl)nc(NC(C)(C)C#N)n1,-3.15,240.698
Triphenylene,c1ccc2c(c1)c3ccccc3c4ccccc24,-6.726,228.29399999999998
Dienestrol,CC=C(C(=CC)c1ccc(O)cc1)c2ccc(O)cc2,-4.95,266.34
Di(2-ethylhexyl)-phthalate,CCCCC(CC)COC(=O)c1ccccc1C(=O)OCC(CC)CCCC,-6.96,390.5640000000003
2-Ethyl pyridine,CCc1ccccn1,0.51,107.15599999999998
Naled,COP(=O)(OC)OC(Br)C(Cl)(Cl)Br,-2.28,380.784
Biphenyl,c1ccc(cc1)c2ccccc2,-4.345,154.21199999999996
"2,2',4,4',6,6'-PCB",Clc1cc(Cl)c(c(Cl)c1)c2c(Cl)cc(Cl)cc2Cl,-8.71,360.88200000000006
Altretamine,CN(C)c1nc(nc(n1)N(C)C)N(C)C,-3.364,210.285
"2,4-Dimethyl-2-pentanol",CC(C)CC(C)(C)O,-0.92,116.20399999999998
Cycloheptyl-5-spirobarbituric acid,O=C2NC(=O)C1(CCCCCC1)C(=O)N2,-3.168,210.23299999999998
Fructose,OCC1OC(O)(CO)C(O)C1O,0.64,180.156
"3,5-Dimethylphenol",Cc1cc(C)cc(O)c1,-1.4,122.16699999999997
Barban,ClCC#CCOC(=O)Nc1cccc(Cl)c1,-4.37,258.104
p-Chloroacetanilide,CC(=O)Nc1ccc(Cl)cc1,-2.843,169.611
"2,2',3,4,5,5',6-PCB",Clc1ccc(Cl)c(c1)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl,-8.94,395.3270000000001
"2,2-Dimethylbutane",CCC(C)(C)C,-3.55,86.17799999999998
N-Methylaniline,CNc1ccccc1,-1.28,107.15599999999998
"1,4-Pentadiene",C=CCC=C,-2.09,68.119
Hydrocortisone 21-acetate,CC(=O)OCC(=O)C1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3C(O)CC21C,-4.88,404.5030000000002
DNOC,Cc1cc(cc(N(=O)=O)c1O)N(=O)=O,-1.456,198.134
Lorazepam,OC3N=C(c1ccccc1Cl)c2cc(Cl)ccc2NC3=O,-3.6039999999999996,321.163
3-Chlorophenol,Oc1cccc(Cl)c1,-0.7,128.558
m-Chlorobromobenzene,Clc1cccc(Br)c1,-3.21,191.45499999999998
chlorothiazide,NS(=O)(=O)c2cc1c(N=CNS1(=O)=O)cc2Cl,-3.05,295.72900000000004
5-Methyl-5-ethylbarbituric acid,O=C1NC(=O)NC(=O)C1(C)CC,-1.228,170.16799999999998
2-Phenoxyethanol,OCCOc1ccccc1,-0.7,138.16599999999997
Diphenylmethane,C(c1ccccc1)c2ccccc2,-4.08,168.239
3-Octanol,CCCCCC(O)CC,-1.98,130.23099999999997
Flumetralin,CCN(Cc1c(F)cccc1Cl)c2c(cc(cc2N(=O)=O)C(F)(F)F)N(=O)=O,-6.78,421.7340000000001
Propazine,CC(C)Nc1nc(Cl)nc(NC(C)C)n1,-4.43,229.71500000000003
2-Methylpentanol,CCCC(C)CO,-1.11,102.17699999999999
2-Methyl-2-hexanol,CCCCC(C)(C)O,-1.08,116.20399999999998
Ethylbenzene,CCc1ccccc1,-2.77,106.16799999999996
5-(3-Methyl-2-butenyl)-5-ethylbarbital,O=C1NC(=O)NC(=O)C1(CC)CC=C(C)C,-2.253,224.25999999999996
Heptachlor,ClC1C=CC2C1C3(Cl)C(=C(Cl)C2(Cl)C3(Cl)Cl)Cl,-6.317,373.3209999999999
butallylonal,CCC(C)C1(CC(Br)=C)C(=O)NC(=O)NC1=O,-2.647,303.156
Fenpropathrin,CC1(C)C(C(=O)OC(C#N)c2cccc(Oc3ccccc3)c2)C1(C)C,-6.025,349.43000000000006
Methoprene,COC(C)(C)CCCC(C)CC=CC(C)=CC(=O)OC(C)C,-5.19,310.47800000000007
Ethyl propionate,CCOC(=O)CC,-0.66,102.133
Prometryn,CSc1nc(NC(C)C)nc(NC(C)C)n1,-4.1,241.364
Buturon,CC(C#C)N(C)C(=O)Nc1ccc(Cl)cc1,-3.9,236.702
"2,3-Dimethylnaphthalene",Cc1cc2ccccc2cc1C,-4.72,156.22799999999998
"2,4',5-PCB",Clc1ccc(cc1)c2cc(Cl)ccc2Cl,-6.25,257.547
"2,3',4,4',5-PCB",Clc1ccc(c(Cl)c1)c2cc(Cl)c(Cl)c(Cl)c2Cl,-7.39,360.88200000000006
2-cyanoguanidine,NC(N)=NC#N,-0.31,84.082
Chloropicrin,ClC(Cl)(Cl)N(=O)=O,-2.0,164.375
"2,6-PCB",Clc1cccc(Cl)c1c2ccccc2,-5.21,223.102
p-Methoxybenzaldehyde,COc1ccc(C=O)cc1,-1.49,136.14999999999998
4-Nitroacetanilide,CC(=O)Nc1ccc(cc1)N(=O)=O,-2.6919999999999997,180.16299999999998
Ethyl heptanoate,CCCCCCC(=O)OCC,-2.74,158.24099999999999
p-Hydroxyacetanilide,CC(=O)Nc1ccc(O)cc1,-1.03,151.165
indazole,c2ccc1[nH]ncc1c2,-2.16,118.13899999999998
triamcinolone acetonide,CC5(C)OC4CC3C2CCC1=CC(=O)C=CC1(C)C2(F)C(O)CC3(C)C4(O5)C(=O)CO,-4.31,434.50400000000025
guanine,Nc2nc1[nH]cnc1c(=O)[nH]2,-3.583,151.129
Methyl acetate,COC(=O)C,0.46,74.07900000000001
Stanolone,CC34CCC1C(CCC2CC(=O)CCC12C)C3CCC4O,-4.743,290.44699999999995
1-Hexene-3-ol,CCCC(O)C=C,-0.59,100.16099999999999
norbormide,OC(C1=CC2C5C(C1C2=C(c3ccccc3)c4ccccn4)C(=O)NC5=O)(c6ccccc6)c7ccccn7,-3.931,511.5810000000002
Dibutyl ether,CCCCOCCCC,-1.85,130.231
1-Dodecanol,CCCCCCCCCCCCO,-4.8,186.33899999999997
RTI 6,CCN2c1nc(N(C)(CCO))ccc1NC(=O)c3cccnc23,-3.36,313.36100000000005
2-Methyl-2-pentanol,CCCC(C)(C)O,-0.49,102.17699999999998
Flucytosine,Nc1nc(=O)[nH]cc1F,-0.972,129.09399999999997
stadacaine,CCCCOc1ccc(C(=O)OCC)c(c1)N(CC)CC,-3.84,293.40700000000004
2-Methyl-2-heptanol,CCCCCC(C)(C)O,-1.72,130.231
Hexamethylbenzene,Cc1c(C)c(C)c(C)c(C)c1C,-5.23,162.27599999999998
Thymol,CC(C)c1ccc(C)cc1O,-2.22,150.22099999999998
Pteridine,c2cnc1ncncc1n2,0.02,132.12599999999998
Parathion,CCOP(=S)(OCC)Oc1ccc(cc1)N(=O)=O,-4.66,291.26500000000004
Methane,C,-0.9,16.043
indoline,c2ccc1NCCc1c2,-1.04,119.16699999999999
1-Nitronapthalene,O=N(=O)c1cccc2ccccc12,-3.54,173.171
3-Methyl-2-pentanone,CCC(C)C(=O)C,-0.67,100.16099999999999
isoguanine,Nc1nc(O)nc2nc[nH]c12,-3.4010000000000002,151.129
bromadiolone,OC(CC(c1ccccc1)c3c(O)c2ccccc2oc3=O)c4ccc(cc4)c5ccc(Br)cc5,-4.445,527.4140000000002
Nitromethane,CN(=O)=O,0.26,61.040000000000006
Triallate,CC(C)N(C(C)C)C(=O)SCC(Cl)=C(Cl)Cl,-4.88,304.66999999999996
"1,5-Hexadiene",C=CCCC=C,-2.68,82.14599999999999
Indole,c2ccc1[nH]ccc1c2,-1.52,117.15099999999997
